,dcterms:identifier{Literal},dcterms:creator{URIRef}[0],dcterms:creator{URIRef}[1],dcterms:creator{URIRef}[2],dcterms:creator{URIRef}[3],dcterms:creator{URIRef}[4],dcterms:creator{URIRef}[5],dcterms:creator{URIRef}[6],dcterms:creator{URIRef}[7],dcterms:creator{URIRef}[8],dcterms:creator{URIRef}[9],dcterms:creator{URIRef}[10],dcterms:creator{URIRef}[11],dcterms:creator{URIRef}[12],dcterms:creator{URIRef}[13],dcterms:creator{URIRef}[14],dcterms:creator{URIRef}[15],dcterms:creator{URIRef}[16],dcterms:creator{URIRef}[17],dcterms:creator{URIRef}[18],dcterms:creator{URIRef}[19],dcterms:creator{URIRef}[20],dcterms:creator{URIRef}[21],dcterms:creator{URIRef}[22],dcterms:creator{URIRef}[23],dcterms:creator{URIRef}[24],dcterms:creator{URIRef}[25],dcterms:creator{URIRef}[26],dcterms:creator{URIRef}[27],dcterms:creator{URIRef}[28],dcterms:creator{URIRef}[29],dcterms:creator{URIRef}[30],dcterms:creator{URIRef}[31],dcterms:creator{URIRef}[32],dcterms:creator{URIRef}[33],dcterms:creator{URIRef}[34],dcterms:creator{URIRef}[35],dcterms:creator{URIRef}[36],dcterms:creator{URIRef}[37],dcterms:creator{URIRef}[38],cito:cites{URIRef}[0],cito:cites{URIRef}[1],cito:cites{URIRef}[2],cito:cites{URIRef}[3],cito:cites{URIRef}[4],cito:cites{URIRef}[5],cito:cites{URIRef}[6],cito:cites{URIRef}[7],cito:cites{URIRef}[8],cito:cites{URIRef}[9],cito:cites{URIRef}[10],cito:cites{URIRef}[11],cito:cites{URIRef}[12],cito:cites{URIRef}[13],cito:cites{URIRef}[14],cito:cites{URIRef}[15],cito:cites{URIRef}[16],cito:cites{URIRef}[17],cito:cites{URIRef}[18],cito:cites{URIRef}[19],cito:cites{URIRef}[20],cito:cites{URIRef}[21],cito:cites{URIRef}[22],cito:cites{URIRef}[23],cito:cites{URIRef}[24],cito:cites{URIRef}[25],cito:cites{URIRef}[26],cito:cites{URIRef},cito:cites{URIRef}[27],cito:cites{URIRef}[28],cito:cites{URIRef}[29],cito:cites{URIRef}[30],cito:cites{URIRef}[31],cito:cites{URIRef}[32],cito:cites{URIRef}[33],cito:cites{URIRef}[34],cito:cites{URIRef}[35],cito:cites{URIRef}[36],cito:cites{URIRef}[37],cito:cites{URIRef}[38],cito:cites{URIRef}[39],cito:cites{URIRef}[40],cito:cites{URIRef}[41],cito:cites{URIRef}[42],cito:cites{URIRef}[43],cito:cites{URIRef}[44],cito:cites{URIRef}[45],cito:cites{URIRef}[46],cito:cites{URIRef}[47],cito:cites{URIRef}[48],cito:cites{URIRef}[49],cito:cites{URIRef}[50],cito:cites{URIRef}[51],cito:cites{URIRef}[52],cito:cites{URIRef}[53],cito:cites{URIRef}[54],cito:cites{URIRef}[55],cito:cites{URIRef}[56],cito:cites{URIRef}[57],cito:cites{URIRef}[58],cito:cites{URIRef}[59],cito:cites{URIRef}[60],cito:cites{URIRef}[61],cito:cites{URIRef}[62],cito:cites{URIRef}[63],cito:cites{URIRef}[64],cito:cites{URIRef}[65],cito:cites{URIRef}[66],cito:cites{URIRef}[67],cito:cites{URIRef}[68],cito:cites{URIRef}[69],cito:cites{URIRef}[70],cito:cites{URIRef}[71],cito:cites{URIRef}[72],cito:cites{URIRef}[73],cito:cites{URIRef}[74],cito:cites{URIRef}[75],cito:cites{URIRef}[76],cito:cites{URIRef}[77],cito:cites{URIRef}[78],cito:cites{URIRef}[79],cito:cites{URIRef}[80],cito:cites{URIRef}[81],cito:cites{URIRef}[82],cito:cites{URIRef}[83],cito:cites{URIRef}[84],cito:cites{URIRef}[85],cito:cites{URIRef}[86],cito:cites{URIRef}[87],cito:cites{URIRef}[88],cito:cites{URIRef}[89],cito:cites{URIRef}[90],cito:cites{URIRef}[91],cito:cites{URIRef}[92],cito:cites{URIRef}[93],cito:cites{URIRef}[94],cito:cites{URIRef}[95],cito:cites{URIRef}[96],cito:cites{URIRef}[97],titre,domaine,train
http://data.persee.fr/doc/tiers_0040-7356_1975_num_16_64_2587#Web,https://www.persee.fr/doc/tiers_0040-7356_1975_num_16_64_2587,http://data.persee.fr/authority/25999#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le système algérien de comptabilité nationale,Science politique,True
http://data.persee.fr/doc/scrip_0036-9772_1977_num_31_2_2827#Web,https://www.persee.fr/doc/scrip_0036-9772_1977_num_31_2_2827,http://data.persee.fr/authority/799602#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A schoolteacher's hand in a Florentine manuscript,Litterature,True
http://data.persee.fr/doc/russe_1161-0557_2007_num_29_1_2317_t1_0171_0000_1#Web,https://www.persee.fr/doc/russe_1161-0557_2007_num_29_1_2317_t1_0171_0000_1,http://data.persee.fr/authority/281818#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlène Laruelle (dir), Le Rouge et le Noir : extrême droite et nationalisme en Russie. 2007",Litterature,True
http://data.persee.fr/doc/tiers_1293-8882_2000_num_41_161_1053#Web,https://www.persee.fr/doc/tiers_1293-8882_2000_num_41_161_1053,http://data.persee.fr/authority/6628#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corruption et démocratie : menaces pour le développement, possibilités de réforme",Science politique,True
http://data.persee.fr/doc/rural_0014-2182_1973_num_49_1_1867#Web,https://www.persee.fr/doc/rural_0014-2182_1973_num_49_1_1867,http://data.persee.fr/authority/213561#Person,http://data.persee.fr/authority/265778#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les transformations de l'espace rural. Problèmes de méthode,Pluri. Par essence,True
http://data.persee.fr/doc/rscir_0035-2217_1956_num_30_3_4029#Web,https://www.persee.fr/doc/rscir_0035-2217_1956_num_30_3_4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résumés,Religion theologie,True
http://data.persee.fr/doc/vilpa_0242-2794_2009_num_42_1_1452#Web,https://www.persee.fr/doc/vilpa_0242-2794_2009_num_42_1_1452,http://data.persee.fr/authority/647296#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"«Il y a menace sur Paris», le Plan Voisin de Le Corbusier",Geographie…,True
http://data.persee.fr/doc/tiers_0040-7356_1962_num_3_9_1070#Web,https://www.persee.fr/doc/tiers_0040-7356_1962_num_3_9_1070,http://data.persee.fr/authority/31142#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/pop_0032-4663_1960_num_15_4_6677#Web,http://data.persee.fr/doc/pop_0032-4663_1961_num_16_1_7618#Web,http://data.persee.fr/doc/reco_0035-2764_1956_num_7_1_407159#Web,http://data.persee.fr/doc/reco_0035-2764_1960_num_11_4_407422#Web,http://data.persee.fr/doc/tiers_0040-7356_1960_num_1_1_1179#Web,http://data.persee.fr/doc/tiers_0040-7356_1960_num_1_1_1180#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'investissement intellectuel,Science politique,True
http://data.persee.fr/doc/spira_0994-3722_2002_num_30_1_1418#Web,https://www.persee.fr/doc/spira_0994-3722_2002_num_30_1_1418,http://data.persee.fr/authority/614071#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La circulation des objets entre la maison et l’école. L’usage des objets transitionnels en grande section de maternelle,Science education,True
http://data.persee.fr/doc/spira_0994-3722_2002_num_30_1_1424#Web,https://www.persee.fr/doc/spira_0994-3722_2002_num_30_1_1424,http://data.persee.fr/authority/156970#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approche ethnographique des pratiques enseignantes durant les temps intersitiels,Science education,False
http://data.persee.fr/doc/vita_0042-7306_1994_num_136_1_1500#Web,https://www.persee.fr/doc/vita_0042-7306_1994_num_136_1_1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Index,Etudes classiques,False
http://data.persee.fr/doc/spgeo_0046-2497_1987_num_16_1_4198#Web,https://www.persee.fr/doc/spgeo_0046-2497_1987_num_16_1_4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Titles in english,Science environmnt,False
http://data.persee.fr/doc/slave_0080-2557_1967_num_46_1_1950#Web,https://www.persee.fr/doc/slave_0080-2557_1967_num_46_1_1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sommaire du tome quarante-sixième de la Revue des études slaves ,Etudes g. a. cultur.,False
http://data.persee.fr/doc/russe_1161-0557_1993_num_5_1_1805_t1_0108_0000_4#Web,https://www.persee.fr/doc/russe_1161-0557_1993_num_5_1_1805_t1_0108_0000_4,http://data.persee.fr/authority/281823#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tchinguiz Aïtmatov, le Petit Nuage de Gengis Khan, traduit par Richard Roy, 1992",Litterature,False
http://data.persee.fr/doc/scrip_0036-9772_1984_num_38_1_1354_t1_0160_0000_2#Web,https://www.persee.fr/doc/scrip_0036-9772_1984_num_38_1_1354_t1_0160_0000_2,http://data.persee.fr/authority/259767#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richard H. Rouse and Mary A. Rouse. Preachers, Florilegia and Sermons. Studies on the Manipulus florum of Thomas of Ireland",Litterature,False
http://data.persee.fr/doc/syria_0039-7946_1929_num_10_2_3362#Web,https://www.persee.fr/doc/syria_0039-7946_1929_num_10_2_3362,http://data.persee.fr/authority/150570#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapport sur une mission épigraphique en Haute Syrie (1928),Histoire,False
http://data.persee.fr/doc/rscir_0035-2217_1927_num_7_1_1372_t1_0171_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1927_num_7_1_1372_t1_0171_0000_2,http://data.persee.fr/authority/280316#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albert Büchi, Korrespondenzen und Akten zur Geschichte des Kardinals Matth. Schiner, t. II, 1925",Religion theologie,False
http://data.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2361#Web,https://www.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2361,http://data.persee.fr/authority/255298#Person,http://data.persee.fr/authority/258081#Person,http://data.persee.fr/authority/279371#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notices brèves et accusés de réception,Litterature,False
http://data.persee.fr/doc/rscir_0035-2217_1968_num_42_4_2520_t1_0353_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1968_num_42_4_2520_t1_0353_0000_2,http://data.persee.fr/authority/75862#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H. Schlier, Essais sur le Nouveau Testament (Lectio Divina, 46), 1968",Religion theologie,False
http://data.persee.fr/doc/simon_0409-8846_2016_num_44_1_1772#Web,https://www.persee.fr/doc/simon_0409-8846_2016_num_44_1_1772,http://data.persee.fr/authority/385855#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prix Sévigné 2016,Litterature,False
http://data.persee.fr/doc/thlou_0080-2654_1991_num_22_3_2516_t1_0398_0000_1#Web,https://www.persee.fr/doc/thlou_0080-2654_1991_num_22_3_2516_t1_0398_0000_1,http://data.persee.fr/authority/286099#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G.A.M. Rouwhorst, Les hymnes pascales d'Éphrem de Nisibe. Analyse théologique et recherche sur l'évolution de la fête pascale à Nisibe et à Édesse et dans quelques Églises voisines au quatrième siècle. T. I : Étude. T. II : Textes (coll. Supplements to Vigiliae Christianae, VII, 1 et 2). 1989",Religion theologie,False
http://data.persee.fr/doc/slave_0080-2557_1982_num_54_4_7821#Web,https://www.persee.fr/doc/slave_0080-2557_1982_num_54_4_7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table des abréviations ,Etudes g. a. cultur.,False
http://data.persee.fr/doc/rvart_0035-1326_1998_num_121_1_348406_t1_0088_0000_002#Web,https://www.persee.fr/doc/rvart_0035-1326_1998_num_121_1_348406_t1_0088_0000_002,http://data.persee.fr/authority/32263#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jean-Pierre Epron, Comprendre l'éclectisme. Paris, Institut Français d'Architecture, Norma Editions, 1997. 357 p., 141 ill. n. et bl.",Arts (h. art archi.),False
http://data.persee.fr/doc/rscir_0035-2217_2001_num_75_1_3564#Web,https://www.persee.fr/doc/rscir_0035-2217_2001_num_75_1_3564,http://data.persee.fr/authority/254863#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'unicité de la foi comme fondement de la communion dans l'Église : Athanase et la controverse autour de Nicée,Religion theologie,False
http://data.persee.fr/doc/rscir_0035-2217_1992_num_66_3_3206_t1_0363_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1992_num_66_3_3206_t1_0363_0000_2,http://data.persee.fr/authority/254876#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierre-Marie Gy, La liturgie dans l'Histoire, 1990",Religion theologie,False
http://data.persee.fr/doc/xvii_0291-3798_1994_num_39_1_1942#Web,https://www.persee.fr/doc/xvii_0291-3798_1994_num_39_1_1942,http://data.persee.fr/authority/193794#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Congreve à Haendel: les métamorphoses de Sémélé,Etudes g. a. cultur.,False
http://data.persee.fr/doc/rscir_0035-2217_1937_num_17_3_1737_t1_0370_0000_1#Web,https://www.persee.fr/doc/rscir_0035-2217_1937_num_17_3_1737_t1_0370_0000_1,http://data.persee.fr/authority/280313#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F. Rienecker, Urtextstudium. Sprachlicher Schlüssel zum Griechischen Neuen Testament : Heft 1 : Evangelium des Matthäus : Heft 2 : Evangelism des Markus ; Heft 3 : Evangelium des Lukas, 1936",Religion theologie,False
http://data.persee.fr/doc/rscir_0035-2217_1997_num_71_1_3395#Web,https://www.persee.fr/doc/rscir_0035-2217_1997_num_71_1_3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résumés (en français) / English summaries,Religion theologie,False
http://data.persee.fr/doc/scrip_0036-9772_1973_num_27_1_999#Web,https://www.persee.fr/doc/scrip_0036-9772_1973_num_27_1_999,http://data.persee.fr/authority/259090#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Scribes of the Sacramentary of Gellone,Litterature,False
http://data.persee.fr/doc/syria_0039-7946_1982_num_59_1_6755_t1_0157_0000_3#Web,https://www.persee.fr/doc/syria_0039-7946_1982_num_59_1_6755_t1_0157_0000_3,http://data.persee.fr/authority/68736#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abram Malamat (éd.), The World History of the Jewish People, First Series: Ancient Times. Volume IV: The Age of the Monarchies",Histoire,False
http://data.persee.fr/doc/thlou_0080-2654_1988_num_19_2_2306_t1_0227_0000_4#Web,https://www.persee.fr/doc/thlou_0080-2654_1988_num_19_2_2306_t1_0227_0000_4,http://data.persee.fr/authority/286099#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Écrits apocryphes sur les Apôtres. Traduction de l'édition arménienne de Venise par Dom Louis Leloir. I. Pierre, Paul, André, Jacques et Jean, 1986",Religion theologie,False
http://data.persee.fr/doc/tiers_0040-7356_1965_num_6_24_2156#Web,https://www.persee.fr/doc/tiers_0040-7356_1965_num_6_24_2156,http://data.persee.fr/authority/9915#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/tiers_0040-7356_1963_num_4_13_1325#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour une politique de l'habitat en Afrique,Science politique,False
http://data.persee.fr/doc/slave_0080-2557_2011_num_82_4_8137_t11_0756_0000_2#Web,https://www.persee.fr/doc/slave_0080-2557_2011_num_82_4_8137_t11_0756_0000_2,http://data.persee.fr/authority/1134727#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Беглые взгляды : новое прочтение русских травелогов первой трети ХХ века : сборник статей, sous la direction de W. S. Kissel et G. A. Time, traduit de l’allemand par G. A. Tim",Etudes g. a. cultur.,False
http://data.persee.fr/doc/thlou_0080-2654_1977_num_8_4_1586_t1_0493_0000_1#Web,https://www.persee.fr/doc/thlou_0080-2654_1977_num_8_4_1586_t1_0493_0000_1,http://data.persee.fr/authority/276647#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Theologisches Wörterbuch zum Alten Testament, publié par G. Johannes Botterweck et Helmer Ringgren. Tome II. 1974-1977",Religion theologie,False
http://data.persee.fr/doc/syria_0039-7946_1950_num_27_1_4555_t1_0179_0000_4#Web,https://www.persee.fr/doc/syria_0039-7946_1950_num_27_1_4555_t1_0179_0000_4,http://data.persee.fr/authority/275874#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumer. — A Journal of Archaelogy in Iraq.,Histoire,False
http://data.persee.fr/doc/sosan_0294-0337_2007_num_25_3_2081#Web,https://www.persee.fr/doc/sosan_0294-0337_2007_num_25_3_2081,http://data.persee.fr/authority/198472#Person,http://data.persee.fr/authority/200292#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/sosan_0294-0337_1983_num_1_3_945#Web,http://data.persee.fr/doc/sosan_0294-0337_2004_num_22_2_1615#Web,http://data.persee.fr/doc/sosan_0294-0337_2004_num_22_2_1616#Web,http://data.persee.fr/doc/sosan_0294-0337_2005_num_23_1_1645#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De l’Art d’accommoder le modèle biomédical ou comment rendre « convenables » et « recevables » des protocoles de prévention à Abidjan (Côte d’Ivoire),Sociologie,False
http://data.persee.fr/doc/syria_0039-7946_1920_num_1_1_2842#Web,https://www.persee.fr/doc/syria_0039-7946_1920_num_1_1_2842,http://data.persee.fr/authority/12306#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Découverte à Jérusalem d'une synagogue de l'époque hérodienne.,Histoire,False
http://data.persee.fr/doc/xxs_0294-1759_1995_num_46_1_3161#Web,https://www.persee.fr/doc/xxs_0294-1759_1995_num_46_1_3161,http://data.persee.fr/authority/33907#Person,http://data.persee.fr/authority/51637#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La cinéphilie ou l'invention d'une culture,Histoire,False
http://data.persee.fr/doc/syria_0039-7946_1967_num_44_3_8506_t1_0433_0000_3#Web,https://www.persee.fr/doc/syria_0039-7946_1967_num_44_3_8506_t1_0433_0000_3,http://data.persee.fr/authority/250112#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brigitte Freyer Schauenburg, Elfenbeine aus dem samischen Heraion, «Abhandlungen aus dem Gebiete der Auslandskunde »",Histoire,False
http://data.persee.fr/doc/rscir_0035-2217_1987_num_61_3_3074_t1_0174_0000_1#Web,https://www.persee.fr/doc/rscir_0035-2217_1987_num_61_3_3074_t1_0174_0000_1,http://data.persee.fr/authority/285594#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michel Dupuy, Se laisser à l'Esprit. Itinéraire spirituel de Jean-Jacques Olier, 1982",Religion theologie,False
